id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_above,sqft_living15,sqft_lot15
7203220130,994900.0,4,3.5,3695,6556,2.0,NO,Average,9 Better,3695,4160,6786
9406540130,489000.0,4,2.5,3910,8442,2.0,NO,Average,9 Better,2710,2650,7576
9526600250,800000.0,4,2.75,3010,7427,2.0,NO,Average,8 Good,3010,3000,4929
9542900190,370000.0,4,1.5,1370,9957,1.0,NO,Average,7 Average,900,1510,8088
3840700653,436000.0,4,2.75,2080,9600,1.0,NO,Average,8 Good,1240,1880,9525
6084200080,395000.0,3,2.5,2250,3757,2.0,NO,Average,7 Average,2250,2250,4556
3705900130,377691.0,5,1.75,2120,8399,1.0,NO,Good,7 Average,1320,2120,8398
3333002385,370000.0,5,3.0,2220,5185,2.0,NO,Average,7 Average,2220,2340,6316
3904910050,515000.0,3,2.5,1440,4394,1.0,NO,Very Good,8 Good,1440,1900,5893
5556900080,169000.0,3,1.0,910,7686,1.0,NO,Average,7 Average,910,1020,7686
4443800415,475000.0,3,1.0,1270,4268,1.0,NO,Average,7 Average,1270,1310,4080
9551201585,1300000.0,6,2.75,2630,9420,2.0,NO,Very Good,9 Better,2510,1540,4969
7856620050,822000.0,3,2.0,2410,13300,2.0,NO,Average,9 Better,1840,2930,10900
9320200050,1500000.0,4,2.75,2930,25697,1.0,NO,Good,9 Better,2310,3810,20681
1954420380,485000.0,3,2.25,1570,6810,1.0,NO,Average,8 Good,1180,1620,6584
6673050020,300000.0,6,2.5,2590,11250,1.0,NO,Good,8 Good,1390,2270,8360
6308000020,590000.0,3,2.5,2290,4203,2.0,NO,Average,9 Better,2290,2290,5089
1720800305,611900.0,1,2.25,1220,2100,2.0,NO,Good,8 Good,1220,3150,6000
1682000280,240000.0,3,1.75,1100,7373,1.0,NO,Good,7 Average,1100,1430,8415
3814800280,395000.0,4,2.5,2810,10951,2.0,NO,Average,8 Good,2810,1680,6625
3352402195,169000.0,3,1.0,890,7110,1.0,NO,Average,6 Low Average,890,1100,8375
9320600170,200500.0,3,2.0,1280,14972,1.0,NO,Average,7 Average,1280,1800,9698
5205000250,308000.0,3,2.5,2320,7140,2.0,NO,Average,8 Good,2320,2360,7955
9264920250,290256.0,3,2.25,1720,7885,2.0,NO,Average,8 Good,1720,2340,7885
2473101190,279950.0,3,1.75,1530,8800,1.0,NO,Good,7 Average,1040,1530,8690
5437820020,195000.0,3,1.75,1580,7875,1.0,NO,Average,7 Average,1580,1560,8314
4067600275,630000.0,3,1.0,1360,13000,1.0,NO,Very Good,6 Low Average,1360,1890,19650
6447300345,1160000.0,4,3.0,2680,15438,2.0,NO,Average,8 Good,2680,4480,14406
3905100280,478000.0,3,2.25,1640,3896,2.0,NO,Average,8 Good,1640,1780,3999
9285800275,835000.0,3,2.25,2520,6690,2.0,NO,Very Good,8 Good,1700,1990,5792
1891100130,639000.0,3,2.25,1400,2421,2.0,NO,Average,9 Better,1400,1500,2743
2328800130,220000.0,3,1.75,1900,7680,1.0,NO,Average,7 Average,1260,2000,7740
6067910130,526000.0,3,2.25,2000,18099,1.0,NO,Good,8 Good,1250,2060,12000
9478400080,750000.0,4,2.5,2980,4930,2.0,NO,Average,9 Better,2890,2980,6099
3450300020,329000.0,4,2.0,1850,9126,1.0,NO,Very Good,7 Average,1850,1730,9110
2663000050,525000.0,4,1.0,1570,4000,1.5,NO,Average,7 Average,1570,1610,4000
3145600250,190000.0,2,1.0,670,3101,1.0,NO,Good,6 Low Average,670,1660,4100
6206100130,772650.0,4,2.5,2660,10800,1.0,NO,Average,7 Average,2660,2640,10800
8944320420,355000.0,3,2.5,2110,4038,2.0,NO,Good,8 Good,2110,2110,3727
224069145,650000.0,3,1.75,1970,54450,1.0,NO,Average,8 Good,1570,2460,36677
3363900280,678500.0,3,2.75,1210,3600,1.5,NO,Very Good,7 Average,1210,1630,3910
7504110050,669950.0,4,2.5,2670,11877,2.0,NO,Average,9 Better,2670,2430,11333
624100950,850000.0,3,2.25,3000,18450,1.0,NO,Average,10 Very Good,3000,2980,12304
9416400020,572000.0,3,2.75,2200,3885,2.0,NO,Average,8 Good,2200,2710,6000
3578400950,492450.0,3,1.75,1540,13002,1.0,NO,Fair,8 Good,1200,1620,10098
4100000050,813000.0,3,1.75,2080,11866,1.0,NO,Average,8 Good,2080,2240,10696
3475000080,710000.0,3,2.0,1780,9732,1.0,NO,Average,8 Good,1780,1900,10200
7871500345,792500.0,3,1.5,1960,2400,2.0,NO,Average,8 Good,1330,2090,4000
8857600680,285900.0,5,1.5,1690,7725,1.5,NO,Good,7 Average,1690,1690,7739
2817100430,389000.0,3,2.0,2080,12972,1.0,NO,Good,7 Average,1250,1530,10089
7649400170,675000.0,3,2.25,2070,2833,2.0,NO,Average,8 Good,1490,1940,3794
4048400185,352000.0,2,0.75,760,33801,1.0,NO,Good,4 Low,760,1100,39504
3303960250,1050000.0,4,3.25,4020,11588,2.0,NO,Average,11 Excellent,4020,3190,8066
2785000480,768500.0,4,1.75,3620,10400,1.0,NO,Good,8 Good,1820,2410,10400
2926049400,500000.0,4,2.0,2330,7778,1.0,NO,Average,7 Average,1230,1250,8160
5452302195,685000.0,3,2.5,1460,8800,1.0,NO,Good,7 Average,1460,2200,8800
3528900980,648475.0,4,2.75,2250,5700,1.0,NO,Average,8 Good,1200,1720,3850
1868900675,895000.0,4,2.75,2640,4000,2.0,NO,Very Good,8 Good,1730,1530,3740
4031000290,195000.0,3,1.0,1310,9554,1.0,NO,Average,7 Average,960,1310,9845
9264960480,368000.0,4,2.5,2720,7350,2.0,NO,Average,9 Better,2720,2570,8336
3303980680,997000.0,4,3.5,3430,13609,2.0,NO,Average,11 Excellent,3430,3880,11614
1775930010,335000.0,3,2.75,1990,19991,1.0,NO,Average,7 Average,1340,1750,9775
9321010130,278500.0,3,1.75,1390,8980,1.0,NO,Good,8 Good,1390,1770,9085
7696600020,260000.0,4,1.5,1540,7300,2.0,NO,Average,7 Average,1540,1580,7650
2690600005,162500.0,2,1.0,760,6141,1.0,NO,Fair,6 Low Average,760,900,4120
923049323,239000.0,4,1.0,1280,8316,1.0,NO,Average,6 Low Average,1280,1310,7830
6705870080,600000.0,4,2.5,2990,5122,2.0,NO,Average,8 Good,2990,3140,7875
3797710010,350000.0,4,2.25,1770,7778,2.0,NO,Average,7 Average,1770,1770,7591
8106300840,485000.0,3,2.5,2870,5490,2.0,NO,Average,9 Better,2870,3040,5442
1074100020,299000.0,3,1.0,1520,8320,1.0,NO,Average,6 Low Average,1520,1500,8320
418000010,227450.0,2,1.0,660,6509,1.0,NO,Good,5 Fair,660,970,5713
2124079093,835000.0,2,3.25,3570,392475,1.0,NO,Average,9 Better,2370,3190,217800
9828702890,760000.0,5,1.5,3050,2992,1.5,NO,Good,8 Good,1920,1200,1209
3797001815,532500.0,2,1.0,820,3000,1.0,NO,Good,7 Average,820,1490,3000
6979900080,635000.0,3,2.5,3610,26359,1.0,NO,Average,8 Good,1950,2620,26427
7319900345,438500.0,3,2.0,1490,3072,1.0,NO,Very Good,7 Average,770,1320,3072
4346300010,545500.0,3,2.5,1560,9361,1.5,NO,Good,7 Average,1360,1670,6244
2432000130,675000.0,3,1.75,1660,9549,1.0,NO,Average,7 Average,1660,2090,9549
9165100130,450000.0,3,1.75,1180,4080,1.0,NO,Good,6 Low Average,760,1490,4080
844000425,199999.0,3,1.0,960,10815,1.0,NO,Very Good,5 Fair,960,1330,10815
9238430430,600000.0,4,2.25,2260,43847,2.0,NO,Average,8 Good,2260,2470,37304
2854800095,292600.0,3,1.5,1520,7123,1.0,NO,Good,7 Average,1520,1450,8023
31200020,1040000.0,5,2.75,3050,8904,1.0,NO,Good,8 Good,1650,2920,8904
5364200381,610000.0,3,1.0,1000,4959,1.0,NO,Average,8 Good,1000,2240,4959
1515910290,397450.0,4,2.5,2650,9451,2.0,NO,Good,8 Good,2650,2510,8850
3459000020,382000.0,3,2.25,1750,15528,1.0,NO,Average,8 Good,1270,2170,12000
3303000130,370000.0,3,2.25,1770,7667,1.0,NO,Average,8 Good,1270,2180,8103
3235100080,260000.0,2,1.0,770,7906,1.0,NO,Good,6 Low Average,770,990,7906
7284900460,890000.0,4,2.5,3370,7200,2.0,NO,Average,8 Good,3370,1880,7200
6332940020,344000.0,5,2.0,2130,8412,1.0,NO,Average,7 Average,1440,2310,7474
8802400415,205000.0,3,1.0,1050,8498,1.0,NO,Average,7 Average,1050,1340,8498
4131500190,379000.0,5,2.5,2803,8550,1.0,NO,Average,8 Good,2803,1810,8550
7524400250,424240.0,3,2.0,2080,12094,2.0,NO,Good,8 Good,2080,2230,12204
7524400250,589950.0,3,2.0,2080,12094,2.0,NO,Good,8 Good,2080,2230,12204
4441300440,582000.0,4,1.75,2120,4650,1.0,NO,Average,7 Average,1190,2070,6487
1898200080,349000.0,3,2.5,2550,7709,2.0,NO,Average,9 Better,2550,2410,9250
1245003375,658000.0,3,1.0,1290,12005,1.0,NO,Good,7 Average,1290,1930,8000
3574300250,294000.0,5,2.75,1790,5000,1.5,NO,Good,7 Average,1060,1400,5000
5071400104,690000.0,5,3.5,2720,7598,2.0,NO,Average,8 Good,1860,2430,7728
9287801150,600000.0,3,1.0,1040,5000,1.5,NO,Average,7 Average,1040,1440,4400
8651431100,199990.0,3,1.0,840,5200,1.0,NO,Average,6 Low Average,840,870,5200
236500010,220000.0,3,1.75,1650,8850,1.0,NO,Average,7 Average,1650,1400,8800
1441800250,440000.0,4,2.25,2080,15750,1.0,NO,Average,8 Good,1460,1960,10500
3905100380,535000.0,4,2.25,1860,3766,2.0,NO,Average,8 Good,1860,1860,4169
1140000050,215000.0,3,1.75,1280,10016,1.0,NO,Good,7 Average,1280,1670,9764
5561000010,605000.0,3,2.5,3200,35012,1.5,NO,Average,8 Good,2100,2690,35100
8856920250,349900.0,3,2.5,2200,7278,2.0,NO,Average,8 Good,2200,2190,8580
5100402668,495000.0,3,1.0,1570,5510,1.0,NO,Good,7 Average,1070,1770,6380
2426049180,515100.0,3,2.5,2074,4900,2.0,NO,Average,8 Good,2074,1840,7382
205000010,620000.0,4,2.5,2450,55387,2.0,NO,Average,9 Better,2450,2730,38827
7504060020,657500.0,4,2.25,2520,10370,2.0,NO,Average,9 Better,2520,2848,12682
4204400098,250000.0,5,1.75,2190,8250,1.0,NO,Average,7 Average,1190,2570,8250
7760400480,288000.0,3,2.5,1370,9253,1.0,NO,Average,7 Average,1090,1470,9253
1863900225,226450.0,3,1.75,1730,7200,1.5,NO,Good,6 Low Average,1730,860,7200
1787600224,390000.0,3,2.5,1640,6991,1.0,NO,Average,7 Average,1110,1860,7342
323089134,350000.0,3,1.0,1300,10236,1.0,NO,Good,6 Low Average,1300,1380,11325
7663700759,368000.0,3,1.5,1560,7884,1.0,NO,Average,7 Average,1060,1820,9000
3856904970,469000.0,2,1.0,1120,4284,1.0,NO,Average,6 Low Average,730,2050,4160
2473002850,515000.0,5,2.5,3810,15916,1.5,NO,Very Good,8 Good,3810,2470,11662
1112700130,410000.0,3,1.75,1440,8560,1.0,NO,Good,7 Average,1440,1460,7560
121059007,210000.0,4,1.0,1200,43560,1.0,NO,Average,5 Fair,1200,1400,54450
2896600020,460000.0,3,1.75,1520,7700,1.0,NO,Average,7 Average,820,1420,7674
9264900660,241500.0,4,2.5,2500,9654,1.0,NO,Average,8 Good,1830,2500,8839
7754900280,322200.0,4,2.25,2010,19000,2.0,NO,Good,8 Good,2010,1950,19626
9282801950,279000.0,4,1.0,1210,6000,1.5,NO,Average,7 Average,1210,1470,6000
3123039063,303000.0,2,1.0,1100,27007,1.0,NO,Good,6 Low Average,1100,1746,91476
2770606915,420000.0,3,1.5,1050,6615,1.0,NO,Good,6 Low Average,800,1530,5250
5379804690,249000.0,3,1.75,2120,18335,1.0,NO,Average,7 Average,1380,2050,18333
6855700080,294950.0,3,1.0,1240,8840,1.0,NO,Average,6 Low Average,1240,1250,8840
3856900507,1320000.0,4,3.5,3460,3997,2.0,NO,Average,10 Very Good,2560,1860,4000
3501600185,335000.0,3,1.75,1270,4800,1.0,NO,Average,7 Average,1270,1490,4800
1068000235,1160000.0,4,2.25,2980,8051,1.5,NO,Good,10 Very Good,2020,2760,5499
7519000585,520000.0,2,1.0,1250,3708,1.5,NO,Average,7 Average,1250,1430,3708
1562200380,560000.0,4,1.75,1740,8800,1.0,NO,Good,8 Good,1740,2180,8436
7523700305,243400.0,4,1.5,1730,7464,2.0,NO,Good,7 Average,1730,1370,7860
8807810050,405000.0,3,2.0,1240,14404,1.0,NO,Average,7 Average,1240,1350,9990
3699100130,495000.0,2,1.0,1670,14695,1.5,NO,Very Good,7 Average,1670,1800,11355
2215901650,350000.0,4,2.5,2140,7095,2.0,NO,Average,8 Good,2140,1600,7182
1099900020,368500.0,5,2.75,2530,7601,1.0,NO,Average,7 Average,1520,2400,7776
3303980660,1070000.0,4,3.75,4130,12320,2.0,NO,Average,11 Excellent,4130,3690,11227
1155640050,430000.0,4,1.75,1710,7724,1.0,NO,Average,8 Good,1710,1940,7724
8087800020,412500.0,3,1.5,1490,8475,1.0,NO,Good,7 Average,1490,1490,8540
3293200190,1120000.0,4,3.25,4750,62365,2.0,NO,Average,11 Excellent,4750,3300,31866
2768100545,499000.0,3,1.5,1260,3135,1.0,NO,Good,7 Average,780,1540,3025
2641400290,349000.0,4,2.5,1800,7620,2.0,NO,Average,8 Good,1800,1800,6879
3210600010,635000.0,3,2.25,1940,7482,1.0,NO,Good,7 Average,1240,2340,9310
8691370290,682000.0,4,2.75,2820,8009,2.0,NO,Average,9 Better,2820,2820,7398
1790000080,321027.0,4,2.25,2820,16770,1.0,NO,Good,8 Good,1920,2320,13850
7116000425,150000.0,2,1.0,720,4120,1.0,NO,Very Good,5 Fair,720,940,6180
8143100500,410000.0,3,1.75,1640,17583,1.0,NO,Average,7 Average,1110,1420,11680
3735900545,449950.0,3,2.0,1560,4080,2.0,NO,Average,7 Average,1560,1900,4080
1443500305,194990.0,6,2.5,1560,7144,1.0,NO,Average,6 Low Average,1060,1300,6232
3649100103,475000.0,4,1.75,1910,8775,1.0,NO,Average,7 Average,1210,2210,8778
6746700605,530000.0,5,1.75,1570,3000,2.0,NO,Good,7 Average,1570,1610,3000
7999950020,319950.0,4,2.5,2038,7643,2.0,NO,Average,8 Good,2038,2634,6824
1324300290,485000.0,3,2.75,1670,3330,1.5,NO,Good,7 Average,1670,1370,5000
8691310380,774000.0,4,2.75,2830,10240,2.0,NO,Good,9 Better,2830,3490,10240
4037400430,478000.0,4,2.0,1690,8208,1.0,NO,Good,7 Average,1210,1620,8496
254000545,385000.0,4,2.5,1620,5280,2.0,NO,Good,7 Average,1620,1590,5280
7214780020,595000.0,4,2.5,2360,43017,2.0,NO,Average,9 Better,2360,2750,40334
114100314,285000.0,3,1.5,1480,7117,1.0,NO,Average,7 Average,1170,2230,14775
3629930170,723000.0,4,2.5,2700,4004,2.0,NO,Average,9 Better,2700,2260,4459
2946002140,279000.0,3,1.5,1780,16000,1.0,NO,Fair,7 Average,1240,1860,9775
1432400525,195000.0,3,1.5,1430,7560,1.0,NO,Very Good,6 Low Average,1430,1150,7560
7011201470,625000.0,2,1.0,2160,2192,1.0,NO,Very Good,8 Good,1170,1150,2152
7697800170,270000.0,3,1.75,1800,9314,2.0,NO,Average,8 Good,1800,2100,9658
8682291630,559000.0,2,2.0,1930,5520,1.0,NO,Average,8 Good,1930,1640,4533
1775800420,474000.0,4,2.25,1960,14834,1.0,NO,Good,8 Good,1330,1540,15000
2215901310,303500.0,4,2.5,1920,7345,2.0,NO,Average,8 Good,1920,1860,7364
1440500020,350000.0,3,1.75,1470,8645,1.0,NO,Average,6 Low Average,1470,1470,7680
6632900574,367500.0,5,3.0,2980,10064,1.0,NO,Average,7 Average,1680,1590,7800
6632900574,595000.0,5,3.0,2980,10064,1.0,NO,Average,7 Average,1680,1590,7800
7933510080,589000.0,3,2.0,2360,118483,1.0,NO,Average,8 Good,2360,2660,91476
1926069063,585000.0,3,1.75,1790,87213,1.0,NO,Good,7 Average,1790,3270,39586
973600020,482975.0,3,2.25,2130,8801,1.0,NO,Average,8 Good,1370,2820,8801
9558010190,365500.0,4,2.5,2030,4499,2.0,NO,Average,8 Good,2030,2030,4539
267010020,570000.0,4,2.0,1790,7800,1.0,NO,Very Good,8 Good,1790,2150,7838
9136100420,767500.0,4,2.0,2350,4815,1.5,NO,Good,7 Average,1450,1640,4013
8929000280,386591.0,3,2.5,1690,1613,2.0,NO,Average,8 Good,1150,1690,1662
7883603190,279000.0,3,1.0,1320,5750,1.5,NO,Average,7 Average,1320,1010,5700
203600470,620000.0,4,2.5,2690,32780,2.0,NO,Average,9 Better,2690,2840,36555
322069153,364250.0,3,2.5,2280,213879,2.0,NO,Average,8 Good,2280,2380,178160
2473450430,399000.0,4,2.5,2870,9292,2.0,NO,Average,8 Good,2540,2590,7533
7574910780,766950.0,3,2.5,3030,30007,1.5,NO,Good,10 Very Good,3030,3360,34983
3629980780,710000.0,4,2.75,2940,4232,2.0,NO,Average,9 Better,2940,2410,4000
3395041236,300000.0,3,2.5,1800,3253,2.0,NO,Average,7 Average,1800,1800,3081
2310030500,263000.0,3,1.75,1580,9187,1.0,NO,Average,8 Good,1180,1620,6397
8665050080,445000.0,3,2.5,1730,4408,2.0,NO,Average,8 Good,1730,1730,4408
4037000840,554000.0,3,2.0,1910,9001,1.0,NO,Good,7 Average,1910,2040,8700
2856101845,335000.0,2,1.75,1000,5100,1.0,NO,Average,6 Low Average,940,1900,5100
8078550250,307000.0,4,2.75,2520,6964,1.0,NO,Good,7 Average,1260,1930,6949
1837000010,404000.0,3,1.0,1420,8160,1.0,NO,Average,7 Average,970,1340,8160
8691390280,775000.0,4,3.5,3080,5250,2.0,NO,Average,9 Better,3080,2980,5509
2372800050,220000.0,3,1.0,1060,9126,1.0,NO,Very Good,7 Average,1060,1300,9126
6450304600,315000.0,1,2.25,1940,2550,2.0,NO,Good,7 Average,1100,1580,5100
2541100050,572650.0,4,2.5,2250,11349,2.0,NO,Average,8 Good,2250,2110,9964
1853200080,350000.0,2,1.0,1620,9205,1.0,NO,Very Good,6 Low Average,850,2460,5469
3058600050,285000.0,2,1.0,920,5850,1.0,NO,Good,6 Low Average,920,1640,5476
3148750050,231000.0,3,2.5,1370,7247,2.0,NO,Average,7 Average,1370,1720,8085
8651400680,179000.0,3,1.0,920,5200,1.0,NO,Good,6 Low Average,920,920,5200
4359100050,244000.0,3,1.5,1360,9625,1.0,NO,Average,7 Average,1360,1890,9625
2781200010,419000.0,4,2.5,3010,9155,2.0,NO,Average,9 Better,3010,3010,5762
269000221,779000.0,3,1.75,2320,6400,1.0,NO,Good,8 Good,1420,2540,7680
6421100502,695000.0,5,3.0,3290,14134,1.0,NO,Average,7 Average,1870,1970,11470
4136900190,319900.0,3,2.5,2040,7580,2.0,NO,Average,8 Good,2040,1960,7820
8731980680,329000.0,3,2.75,1920,7700,1.0,NO,Good,8 Good,1320,2040,8000
2095800250,475226.0,3,2.5,2120,4512,2.0,NO,Average,8 Good,2120,2000,4553
3629920630,638000.0,3,2.5,2170,5000,2.0,NO,Average,9 Better,2170,2170,5000
6817800840,440000.0,2,1.5,1330,15873,1.0,NO,Average,7 Average,900,1610,12043
7520000440,214000.0,3,2.0,1580,5080,1.0,NO,Good,6 Low Average,800,1580,7114
587550470,600000.0,3,2.75,3580,14217,2.0,NO,Good,10 Very Good,2210,3990,14674
6851700381,935000.0,4,2.0,2580,4500,2.0,NO,Good,9 Better,1850,2590,4100
4077800029,630000.0,4,1.75,1930,10210,1.5,NO,Average,8 Good,1670,2730,6600
1021079099,345000.0,3,2.5,1990,20466,1.5,NO,Good,8 Good,1410,1660,93393
6075000050,323000.0,4,1.75,1310,9690,1.0,NO,Good,7 Average,1310,2280,9618
5467910020,425000.0,3,2.5,2670,13218,1.0,NO,Good,10 Very Good,2670,1960,13130
322069109,411000.0,2,2.25,1910,108900,1.0,NO,Good,7 Average,1010,2050,108900
8658300480,299800.0,4,1.5,1530,9000,1.0,NO,Good,6 Low Average,1530,1520,8500
9187200285,823000.0,6,1.75,2920,5000,2.5,NO,Good,9 Better,2780,2020,5000
3670500605,200000.0,3,1.0,1010,8108,1.0,NO,Average,7 Average,1010,1110,8108
2141330050,760000.0,4,1.75,2450,13300,1.0,NO,Good,9 Better,1630,3150,15500
3820350020,359950.0,4,2.5,1820,3899,2.0,NO,Average,7 Average,1820,1820,3899
3291800780,375000.0,4,2.5,2090,8325,1.0,NO,Good,7 Average,1470,1700,8025
2423069120,295000.0,2,1.75,2200,89298,1.0,NO,Average,7 Average,1100,2590,89298
6918100170,250000.0,4,3.0,2250,7882,2.0,NO,Average,8 Good,1570,1550,7508
7169200221,497000.0,3,2.25,1450,1387,3.0,NO,Average,8 Good,1450,1450,1429
3579000440,520000.0,4,2.5,2280,8798,2.0,NO,Good,8 Good,2280,2180,8632
8860500130,365000.0,4,3.5,2720,6781,2.0,NO,Average,8 Good,2100,2280,5942
1441800010,459900.0,3,2.25,2250,8000,1.0,NO,Average,8 Good,1460,1930,9000
7129300595,158000.0,3,2.0,1090,6090,1.0,NO,Average,7 Average,940,1840,6090
4322300010,294700.0,3,2.0,1970,9600,1.0,NO,Good,7 Average,1300,1710,7703
7229800066,439950.0,4,2.25,2780,15075,2.0,NO,Average,7 Average,2780,1650,25542
3625059071,899000.0,4,2.25,2290,40946,1.0,NO,Good,8 Good,1550,2790,20076
9517200480,535000.0,3,1.75,2330,12141,1.0,NO,Average,7 Average,1390,1850,12141
240000269,530000.0,4,4.5,4060,10800,2.0,NO,Average,10 Very Good,4060,1830,9768
9835800840,215000.0,4,2.0,1470,7000,1.0,NO,Good,8 Good,1470,1640,7000
8058500005,290000.0,2,1.0,1620,5400,1.0,NO,Average,6 Low Average,920,1540,7245
2568200170,798000.0,5,2.75,3220,5934,2.0,NO,Average,9 Better,3220,3100,5934
9545250010,785000.0,4,2.5,3270,9578,2.0,NO,Average,9 Better,3270,3120,8784
4140090420,433000.0,3,1.75,2160,8565,1.0,NO,Average,8 Good,1730,2910,9570
3334000050,425000.0,2,1.0,1150,6835,1.0,NO,Average,7 Average,1010,1150,6561
5101404144,654000.0,4,2.5,2240,7540,1.0,NO,Average,8 Good,1540,1960,7250
7338001190,215000.0,3,1.5,1280,5065,2.0,NO,Good,6 Low Average,1280,1070,4491
1865810290,232000.0,3,1.0,840,6540,1.0,NO,Average,6 Low Average,840,1010,6600
2785000290,675000.0,3,1.75,1680,10500,1.0,NO,Good,8 Good,1680,2250,10400
7955040080,665000.0,5,2.75,2330,8000,1.0,NO,Good,7 Average,1550,1750,8419
6362900080,525000.0,6,3.0,2880,7560,2.0,NO,Average,7 Average,2880,1470,1815
4078300050,780000.0,3,2.75,2910,3094,2.0,NO,Very Good,7 Average,2010,2400,7530
3528000545,844000.0,4,3.25,3090,67518,2.0,NO,Average,10 Very Good,3090,3200,65775
710300010,680000.0,4,2.75,2720,54048,2.0,NO,Average,8 Good,2720,2580,37721
3764800630,290000.0,3,1.5,1310,8100,1.0,NO,Average,7 Average,1310,1330,8100
6383000825,560000.0,2,1.0,1790,15783,1.0,NO,Good,8 Good,1360,1790,7494
9465900500,605500.0,3,2.5,2830,6536,2.0,NO,Average,9 Better,2830,2710,6954
2568200290,762500.0,4,2.5,3150,5979,2.0,NO,Average,9 Better,3150,3150,6595
3885808005,1740000.0,5,3.25,3930,5500,2.0,NO,Average,9 Better,2910,2040,5115
3723800086,665000.0,6,2.75,2840,8346,1.0,NO,Very Good,8 Good,1420,2250,8346
6840701150,540000.0,5,1.0,2480,4400,1.5,NO,Average,7 Average,1640,1940,4400
7301300050,375000.0,3,2.5,1930,6180,1.0,NO,Average,7 Average,1330,1940,6180
6381500635,342000.0,3,1.0,1260,6826,1.0,NO,Average,6 Low Average,720,1300,6826
3980300020,340000.0,3,1.0,670,23522,1.0,NO,Good,6 Low Average,670,1880,20270
7215720250,693000.0,4,2.5,3160,13063,2.0,NO,Average,10 Very Good,3160,3350,14213
3123049230,638500.0,4,1.75,1770,12462,1.0,NO,Good,8 Good,1770,2310,14810
8163000020,805000.0,5,3.0,2240,18265,2.0,NO,Good,8 Good,2240,1990,18265
7893808220,250000.0,3,1.0,990,8062,1.0,NO,Good,7 Average,990,1420,8790
538000440,325000.0,3,2.5,1580,4698,2.0,NO,Average,7 Average,1580,2070,4698
7883603390,270000.0,4,1.75,1560,4290,2.0,NO,Average,7 Average,1560,1250,6000
7645900235,880000.0,6,2.5,2640,3680,2.0,NO,Very Good,8 Good,1760,1960,3680
9232900050,300000.0,2,1.75,2120,6350,1.0,NO,Good,6 Low Average,1440,1590,6350
7305300500,290000.0,2,1.0,1200,8750,1.0,NO,Average,6 Low Average,1200,1100,8408
6065300840,2850000.0,4,4.0,5040,17208,1.0,NO,Very Good,10 Very Good,2870,4050,18647
7227500020,259950.0,3,1.0,1460,5825,1.0,NO,Very Good,5 Fair,1260,1150,5926
7237501190,1780000.0,4,3.25,4890,13402,2.0,NO,Average,13 Mansion,4890,5790,13539
422000010,299950.0,3,1.0,1580,5250,1.0,NO,Very Good,7 Average,1580,1180,5940
9151600541,719000.0,3,2.5,1690,4500,1.5,NO,Good,8 Good,1690,2140,7200
3423059153,785000.0,4,3.0,3370,100681,1.0,NO,Very Good,8 Good,1920,2440,43705
3630120190,660000.0,3,2.5,2330,3995,2.0,NO,Average,9 Better,2330,2330,3740
2787320430,264000.0,4,1.75,1820,8118,1.0,NO,Good,7 Average,1080,1810,8050
1672000170,575000.0,3,1.75,1890,11141,1.0,NO,Good,8 Good,1890,2720,11144
3221079069,475000.0,3,2.5,2770,98881,2.0,NO,Average,9 Better,2770,1830,74923
7501000080,845800.0,4,3.5,3020,12750,2.0,NO,Average,10 Very Good,3020,3120,14351
3500100078,352500.0,3,1.75,1170,8182,1.0,NO,Average,7 Average,1170,1610,8183
9493200010,347000.0,3,1.0,1270,8400,1.0,NO,Average,7 Average,1270,1390,8400
3905081350,560000.0,4,2.75,1950,6192,2.0,NO,Average,8 Good,1950,2040,5441
7635801350,595000.0,3,1.75,2220,22081,1.5,NO,Good,7 Average,2220,2010,12360
7806210380,257500.0,4,2.0,2060,6400,1.0,NO,Average,7 Average,1170,1890,8736
7577700440,450000.0,3,1.0,1100,4600,1.0,NO,Average,7 Average,1100,1200,5175
3876810190,410000.0,4,1.0,1140,7208,1.0,NO,Average,7 Average,900,1300,7991
1224059049,810000.0,3,1.75,1980,13503,1.0,NO,Good,9 Better,1320,2450,10890
3348401319,372500.0,5,3.0,2480,10090,1.0,NO,Average,7 Average,1300,2290,9900
5589300585,325000.0,3,1.0,1050,9083,1.0,NO,Average,7 Average,1050,1440,9071
2013300050,258000.0,3,2.0,1680,19978,1.0,NO,Average,6 Low Average,880,2150,11588
408100050,329950.0,4,1.0,1360,5900,1.5,NO,Good,7 Average,1360,1050,5900
4178300080,836000.0,4,2.5,2450,12987,1.0,NO,Good,9 Better,2030,2730,13685
2310040020,365000.0,5,2.5,2260,7040,2.0,NO,Average,8 Good,2260,2180,6910
8698100170,111300.0,2,1.0,1060,6000,1.0,NO,Good,5 Fair,1060,940,6000
1330910280,864000.0,4,2.5,3720,105850,2.0,NO,Good,10 Very Good,3720,2830,88256
9413600670,725000.0,3,1.75,1610,8613,1.0,NO,Very Good,7 Average,1610,2010,8670
3825500020,550000.0,4,2.5,3350,6605,2.0,NO,Average,8 Good,2670,2730,5962
4385701440,765000.0,2,1.75,1660,4000,1.0,NO,Average,7 Average,990,2070,4000
8645501330,255000.0,3,1.5,1420,7480,1.0,NO,Good,7 Average,1420,1720,7700
2323069073,439500.0,3,2.5,2050,40003,1.0,NO,Good,8 Good,1570,2700,46769
